commande_id,client_id,produit_id,quantite,date_commande,montant_total
214,189,23,35,2025-09-16,0.0
215,93,43,89,2026-02-16,999999.0
216,156,9,79,2025-04-08,-2000.99
217,23,6,13,2025-04-15,-2000.99
218,170,28,37,2025-08-12,0.0
219,189,5,26,2026-03-30,-2000.99
220,74,12,59,2025-12-21,999999.0
221,135,23,48,2026-01-29,-2000.99
222,10,35,12,2025-10-18,-2000.99
223,111,42,91,2025-11-10,-2000.99
224,120,28,41,2026-03-12,0.0
225,170,42,47,2025-07-23,0.0
226,52,49,90,2025-06-13,-2000.99
227,45,38,41,2025-11-06,-2000.99
228,122,41,96,2026-03-14,3551.653142800761
229,60,37,29,2025-05-17,0.0
230,54,2,56,2025-12-21,999999.0
231,73,19,22,2025-09-08,0.0
232,42,25,13,2026-02-13,0.0
233,183,46,23,2025-07-24,999999.0
234,123,13,46,2026-02-27,0.0
235,125,49,26,2026-01-18,999999.0
236,61,24,94,2025-05-13,-2000.99
237,100,32,67,2025-09-05,0.0
238,163,40,67,2025-09-14,-2000.99
239,47,7,43,2025-09-11,999999.0
240,118,31,47,2026-01-01,-2000.99
241,156,13,64,2025-05-01,-2000.99
242,119,29,11,2026-01-31,999999.0
243,160,6,17,2025-08-11,0.0
244,28,5,87,2026-01-16,0.0
245,143,19,64,2025-06-09,0.0
246,34,27,60,2025-12-15,999999.0
247,69,10,54,2025-09-12,0.0
248,190,24,81,2025-08-14,0.0
249,121,43,42,2025-08-29,-2000.99
250,28,45,77,2025-09-18,999999.0
251,190,7,68,2025-04-28,999999.0
252,57,43,35,2026-03-22,-2000.99
253,86,35,99,2025-11-09,0.0
254,195,23,82,2025-04-26,999999.0
255,1,29,62,2026-02-04,999999.0
256,119,6,24,2026-02-23,0.0
257,169,32,46,2025-11-10,-2000.99
258,119,25,99,2026-02-27,999999.0
259,70,21,86,2025-10-22,0.0
260,146,5,99,2025-09-03,-2000.99
261,17,36,81,2025-06-20,999999.0
262,34,15,42,2025-12-01,0.0
263,53,7,31,2026-01-14,999999.0
264,36,19,81,2025-04-18,2920.661630220305
265,121,47,17,2025-09-23,0.0
266,32,1,57,2025-04-20,999999.0
267,153,45,76,2025-10-31,-2000.99
268,51,8,97,2026-02-07,-2000.99
269,51,32,69,2026-02-11,3614.4049478850347
270,104,50,91,2026-03-21,-2000.99
271,80,13,10,2025-05-26,-2000.99
272,102,25,37,2026-01-21,-2000.99
273,21,15,28,2026-02-18,-2000.99
274,148,32,48,2025-11-13,999999.0
275,100,5,52,2026-01-22,999999.0
276,173,38,79,2026-02-17,0.0
277,173,6,73,2025-12-02,0.0
278,8,11,57,2025-11-06,0.0
279,74,28,10,2026-03-15,-2000.99
280,106,48,84,2025-10-21,0.0
281,55,35,10,2025-10-06,999999.0
282,135,45,27,2025-07-07,0.0
283,121,47,66,2025-08-26,0.0
284,7,18,44,2026-03-21,999999.0
285,6,33,41,2026-03-06,0.0
286,190,47,97,2025-04-23,-2000.99
287,32,5,66,2026-01-16,0.0
288,158,11,12,2026-02-13,0.0
289,69,5,60,2026-01-17,-2000.99
290,91,13,19,2026-01-07,-2000.99
291,143,17,54,2025-07-15,2049.299944562353
292,179,15,69,2025-12-26,0.0
293,128,18,36,2025-04-06,0.0
294,61,15,85,2025-06-25,0.0
295,10,31,34,2026-03-31,-2000.99
296,32,48,33,2025-06-30,-2000.99
297,180,34,23,2025-10-10,-2000.99
298,74,33,42,2025-12-22,0.0
299,159,35,20,2025-10-18,999999.0
300,150,5,27,2025-04-15,0.0
301,5,29,95,2026-01-22,999999.0
302,176,38,11,2026-01-14,-2000.99
303,115,45,20,2026-03-15,0.0
304,6,31,95,2026-03-17,999999.0
305,165,25,56,2025-07-31,999999.0
306,2,44,80,2026-02-06,-2000.99
307,140,14,50,2025-06-25,999999.0
308,162,32,81,2025-12-12,-2000.99
309,58,39,75,2025-04-18,0.0
310,33,26,76,2025-05-06,0.0
311,133,19,84,2025-05-29,-2000.99
312,25,35,90,2026-01-24,999999.0
313,196,8,34,2025-05-23,-2000.99
314,88,27,68,2025-12-27,0.0
315,120,15,91,2026-02-03,-2000.99
316,57,34,89,2025-12-21,-2000.99
317,145,44,98,2026-01-28,-2000.99
318,180,4,69,2026-03-08,999999.0
319,129,6,51,2026-02-12,-2000.99
320,115,5,77,2026-03-31,-2000.99
321,66,45,99,2025-12-17,999999.0
322,91,30,46,2025-08-21,999999.0
323,51,49,88,2025-12-06,999999.0
324,94,46,50,2025-05-21,0.0
325,69,22,70,2026-01-30,999999.0
326,147,41,23,2025-11-05,-2000.99
327,123,15,51,2025-11-20,999999.0
328,89,20,85,2025-05-14,0.0
329,104,22,73,2026-03-10,999999.0
330,39,19,99,2025-10-12,-2000.99
331,111,9,16,2025-04-06,-2000.99
332,173,8,52,2026-02-06,-2000.99
333,178,31,61,2025-05-05,0.0
334,65,21,55,2026-01-28,-2000.99
335,104,19,32,2025-06-14,-2000.99
336,32,49,96,2025-07-15,-2000.99
337,125,30,36,2025-04-19,-2000.99
338,65,50,24,2025-10-24,999999.0
339,4,5,100,2025-06-15,-2000.99
340,177,3,40,2026-02-18,-2000.99
341,86,42,93,2026-03-03,0.0
342,129,17,20,2025-10-12,4199.785962862891
343,78,12,58,2025-09-14,-2000.99
344,76,20,61,2026-03-07,0.0
345,41,25,61,2026-01-23,0.0
346,125,42,46,2025-09-05,-2000.99
347,6,29,43,2025-10-23,999999.0
348,165,49,64,2025-12-01,999999.0
349,105,25,26,2025-08-30,999999.0
350,114,44,89,2025-07-26,-2000.99
351,57,6,54,2025-05-07,999999.0
352,149,2,76,2025-08-18,999999.0
353,158,45,36,2025-09-23,999999.0
354,100,25,29,2025-05-22,0.0
355,143,2,68,2025-04-07,0.0
356,191,7,73,2025-12-20,-2000.99
357,173,2,90,2025-11-17,999999.0
358,98,20,26,2025-06-04,-2000.99
359,104,46,71,2025-12-31,999999.0
360,189,3,78,2025-06-21,-2000.99
361,85,13,20,2026-01-17,-2000.99
362,166,47,45,2026-02-16,-2000.99
363,174,36,67,2026-03-07,-2000.99
364,54,5,57,2025-08-31,-2000.99
365,7,5,88,2025-08-04,999999.0
366,33,17,61,2025-07-28,999999.0
367,67,44,15,2025-04-15,0.0
368,102,36,44,2025-06-19,999999.0
369,7,6,22,2025-11-25,999999.0
370,200,23,45,2025-08-17,999999.0
371,43,10,49,2025-06-06,0.0
372,53,11,18,2025-12-02,-2000.99
373,81,49,97,2026-02-10,-2000.99
374,119,31,56,2025-09-04,999999.0
375,106,46,60,2025-09-18,999999.0
376,78,50,22,2026-02-24,999999.0
377,49,21,22,2025-11-20,0.0
378,137,13,57,2025-05-18,999999.0
379,67,45,15,2025-12-25,0.0
380,194,6,100,2025-04-16,999999.0
381,122,10,76,2025-05-29,-2000.99
382,162,23,81,2025-09-02,999999.0
383,200,10,94,2025-05-02,-2000.99
384,53,25,84,2025-06-08,0.0
385,171,21,45,2025-04-13,0.0
386,136,7,51,2025-06-24,999999.0
387,132,25,100,2025-08-13,-2000.99
388,56,4,94,2025-05-22,999999.0
389,81,5,35,2025-08-03,-2000.99
390,35,22,25,2026-01-05,0.0
391,136,25,51,2025-06-28,999999.0
392,124,29,88,2025-10-08,999999.0
393,154,37,14,2026-02-23,0.0
394,126,48,56,2026-02-15,-2000.99
395,75,15,31,2025-12-14,0.0
396,59,5,18,2026-03-18,-2000.99
397,90,29,98,2025-05-18,0.0
398,62,13,60,2025-09-29,2087.453623738531
399,50,36,81,2025-11-05,-2000.99
400,21,15,60,2025-07-30,0.0
401,174,5,39,2026-03-01,0.0
402,108,45,13,2025-12-09,-2000.99
403,75,4,70,2025-07-02,999999.0
404,3,7,82,2025-04-14,999999.0
405,116,46,79,2025-05-07,-2000.99
406,53,5,42,2026-03-24,-2000.99
407,84,17,38,2025-09-08,-2000.99
408,23,26,40,2025-10-30,999999.0
409,140,3,42,2025-10-13,0.0
410,49,10,30,2025-10-26,999999.0
411,190,45,62,2025-04-24,-2000.99
412,95,6,24,2025-04-27,-2000.99
413,21,21,90,2025-04-18,-2000.99
414,154,1,19,2025-07-29,999999.0
415,64,3,94,2025-04-25,0.0
416,146,33,79,2025-10-03,999999.0
417,161,30,96,2025-07-12,999999.0
418,179,37,79,2026-01-05,999999.0
419,20,18,73,2025-07-18,-2000.99
420,80,12,81,2025-05-03,0.0
421,108,45,40,2026-01-30,-2000.99
422,155,4,88,2025-10-24,0.0
423,158,24,31,2025-10-26,0.0
424,123,35,25,2025-12-15,-2000.99
425,32,44,22,2025-09-30,-2000.99
426,59,32,36,2026-03-24,-2000.99
427,188,41,66,2026-01-22,3559.589595921823
428,43,18,47,2025-05-29,0.0
429,197,20,75,2025-06-08,999999.0
430,111,2,90,2025-05-26,999999.0
431,90,20,76,2025-06-23,999999.0
432,144,38,89,2026-02-10,-2000.99
433,165,46,61,2026-02-04,-2000.99
434,25,42,56,2026-01-27,-2000.99
435,148,2,16,2026-01-18,0.0
436,111,46,99,2025-07-23,-2000.99
437,163,50,87,2025-11-21,-2000.99
438,70,42,87,2025-11-18,999999.0
439,70,42,76,2026-02-20,4516.130360833719
440,77,8,55,2026-03-25,3315.4068618585898
441,105,14,91,2026-01-27,999999.0
442,19,17,75,2026-02-26,0.0
443,179,4,45,2025-10-31,0.0
444,132,48,18,2025-09-25,0.0
445,25,19,56,2025-04-06,-2000.99
446,17,33,53,2025-07-07,0.0
447,138,10,50,2025-04-10,0.0
448,75,41,32,2026-01-02,0.0
449,100,42,91,2025-10-30,999999.0
450,108,16,36,2025-11-10,-2000.99
451,27,39,65,2025-06-01,0.0
452,183,37,98,2025-09-29,0.0
453,29,29,25,2025-05-12,-2000.99
454,166,5,66,2026-02-21,0.0
455,63,18,80,2025-06-13,999999.0
456,37,11,51,2025-11-22,0.0
457,128,14,17,2025-06-25,-2000.99
458,93,31,73,2025-11-24,0.0
459,55,11,19,2025-12-23,0.0
460,93,1,76,2025-09-10,999999.0
461,102,48,93,2025-04-09,999999.0
462,78,31,22,2025-06-09,-2000.99
463,72,17,86,2025-07-01,0.0
464,31,31,21,2026-02-09,0.0
465,95,34,68,2025-04-23,-2000.99
466,167,7,62,2026-03-30,0.0
467,86,41,63,2025-10-08,-2000.99
468,185,37,99,2026-02-10,999999.0
469,146,33,22,2025-09-11,-2000.99
470,108,23,93,2025-12-17,999999.0
471,186,19,90,2026-01-01,0.0
472,170,21,100,2025-09-28,-2000.99
473,47,4,43,2026-04-01,-2000.99
474,50,27,68,2026-04-02,-2000.99
475,78,44,42,2026-02-27,-2000.99
476,193,5,40,2026-01-28,-2000.99
477,99,26,91,2025-09-12,-2000.99
478,158,43,35,2025-05-08,999999.0
479,160,16,22,2025-10-25,999999.0
480,193,17,12,2025-06-10,-2000.99
481,182,29,100,2025-04-22,999999.0
482,133,5,78,2025-08-25,0.0
483,19,24,73,2025-10-03,-2000.99
484,95,50,33,2025-05-15,999999.0
485,63,12,11,2025-12-25,-2000.99
486,99,31,41,2025-12-16,-2000.99
487,131,46,67,2026-02-17,999999.0
488,39,12,24,2025-07-14,999999.0
489,52,45,12,2025-10-04,-2000.99
490,10,35,55,2025-06-08,999999.0
491,133,18,88,2025-06-20,999999.0
492,16,7,52,2025-05-12,0.0
493,199,35,44,2025-07-05,0.0
494,7,50,10,2025-06-14,0.0
495,190,19,77,2025-05-20,-2000.99
496,12,1,85,2026-02-18,999999.0
497,120,16,46,2026-01-13,999999.0
498,41,2,89,2025-12-29,0.0
499,33,48,33,2026-02-14,999999.0
500,8,46,69,2025-04-24,-2000.99
501,190,26,17,2025-04-12,-2000.99
502,169,30,89,2025-09-13,-2000.99
503,75,7,63,2025-05-30,999999.0
504,65,37,25,2026-01-22,-2000.99
505,40,3,48,2025-12-19,999999.0
506,197,6,71,2026-01-16,999999.0
507,22,3,76,2025-04-16,-2000.99
508,169,6,91,2026-01-19,0.0
509,108,32,60,2025-10-05,999999.0
510,200,26,78,2025-05-20,0.0
511,84,28,80,2025-10-19,999999.0
512,193,47,99,2026-02-18,-2000.99
513,160,25,70,2025-10-09,0.0
514,123,35,79,2025-12-07,999999.0
515,84,26,81,2025-08-09,4954.121582729482
516,51,35,57,2025-05-13,999999.0
517,94,10,22,2025-05-03,0.0
518,104,9,99,2025-10-06,999999.0
519,4,10,15,2026-01-18,0.0
520,156,20,15,2025-05-05,-2000.99
521,108,16,47,2026-01-20,0.0
522,123,9,47,2025-06-17,999999.0
523,183,6,81,2025-09-21,-2000.99
524,190,36,81,2026-02-01,0.0
525,84,5,42,2025-07-19,-2000.99
526,194,41,11,2025-11-03,3563.8238167172076
527,102,36,39,2025-11-14,-2000.99
528,43,17,95,2025-04-23,0.0
529,187,39,96,2025-09-26,999999.0
530,163,21,41,2025-07-31,999999.0
531,110,16,73,2025-08-11,-2000.99
532,30,25,47,2025-06-11,0.0
533,169,6,99,2025-08-29,0.0
534,2,15,48,2026-01-17,-2000.99
535,50,11,56,2025-04-28,0.0
536,8,12,39,2025-05-07,0.0
537,117,16,42,2025-06-27,-2000.99
538,15,21,82,2026-02-25,-2000.99
539,200,24,58,2025-09-07,-2000.99
540,2,26,90,2025-05-12,-2000.99
541,15,8,97,2025-12-27,-2000.99
542,36,33,61,2026-02-28,-2000.99
543,25,46,69,2025-06-01,-2000.99
544,26,41,34,2025-12-11,-2000.99
545,32,12,57,2026-01-06,999999.0
546,165,11,68,2025-04-20,-2000.99
547,106,39,23,2025-04-03,-2000.99
548,6,16,80,2025-04-09,-2000.99
549,26,43,67,2025-08-30,0.0
550,169,19,92,2025-12-27,0.0
551,93,7,66,2026-01-29,999999.0
552,69,21,38,2026-02-17,3498.103143798321
553,187,28,17,2026-02-07,0.0
554,21,33,34,2026-01-23,-2000.99
555,19,23,25,2025-08-09,999999.0
556,74,29,28,2026-02-21,0.0
557,102,26,78,2026-02-23,4101.229863178586
558,82,17,29,2025-08-22,-2000.99
559,59,4,27,2025-06-17,999999.0
560,68,45,11,2026-02-27,-2000.99
561,57,13,95,2025-10-15,999999.0
562,171,26,17,2026-02-08,-2000.99
563,129,7,69,2025-12-12,-2000.99
564,45,40,51,2025-12-10,0.0
565,98,32,57,2025-04-30,0.0
566,73,13,56,2026-02-21,-2000.99
567,62,24,55,2026-02-14,-2000.99
568,111,44,61,2025-09-11,0.0
569,51,2,90,2025-09-12,-2000.99
570,112,13,78,2025-07-11,-2000.99
571,85,6,31,2025-10-11,-2000.99
572,150,1,54,2025-04-06,999999.0
573,34,7,29,2025-12-29,0.0
574,78,25,20,2026-03-03,999999.0
575,29,42,57,2025-04-07,-2000.99
576,16,20,15,2025-05-09,999999.0
577,65,40,39,2025-08-18,-2000.99
578,112,20,89,2025-08-08,999999.0
579,196,12,73,2025-09-21,0.0
580,76,44,55,2025-04-19,0.0
581,31,1,19,2025-11-09,-2000.99
582,59,18,45,2026-01-03,0.0
583,97,42,39,2025-04-12,0.0
584,68,2,36,2026-02-24,0.0
585,162,45,75,2025-06-08,0.0
586,1,45,73,2025-09-23,999999.0
587,181,3,24,2025-09-04,999999.0
588,169,13,78,2025-12-02,0.0
589,153,11,32,2025-11-02,999999.0
590,169,4,53,2025-06-11,0.0
591,167,30,55,2025-11-22,-2000.99
592,97,49,62,2026-01-25,0.0
593,38,14,46,2025-12-29,0.0
594,168,17,24,2025-12-23,-2000.99
595,12,49,63,2025-11-13,0.0
596,171,36,71,2025-07-23,999999.0
597,163,18,38,2025-11-23,-2000.99
598,170,30,75,2025-10-15,999999.0
599,63,37,77,2025-04-11,999999.0
600,60,33,15,2025-09-05,-2000.99
601,143,13,35,2025-11-24,-2000.99
602,155,17,58,2026-03-01,0.0
603,53,48,76,2025-06-22,999999.0
604,133,27,72,2025-11-07,0.0
605,151,15,21,2025-06-07,999999.0
606,99,3,35,2025-06-08,0.0
607,184,9,14,2025-07-04,0.0
608,175,29,74,2025-06-05,-2000.99
609,200,12,78,2026-03-17,-2000.99
610,163,20,83,2025-07-17,-2000.99
611,103,21,82,2025-07-30,999999.0
612,73,23,49,2025-06-15,999999.0
613,33,43,80,2025-07-27,999999.0
614,91,23,22,2025-10-26,0.0
615,157,20,41,2025-08-18,0.0
616,57,16,44,2025-07-29,999999.0
617,192,28,35,2026-01-16,999999.0
618,140,36,49,2026-01-19,-2000.99
619,57,42,62,2025-04-30,999999.0
620,123,12,46,2025-11-19,0.0
621,143,23,66,2025-08-14,0.0
622,192,19,68,2026-02-17,-2000.99
623,134,22,79,2025-09-17,-2000.99
624,103,13,66,2025-05-03,-2000.99
625,176,46,94,2025-09-17,999999.0
626,183,43,49,2025-12-25,999999.0
627,35,21,90,2025-10-12,0.0
628,111,12,22,2025-05-05,0.0
629,164,19,16,2025-12-02,999999.0
630,25,21,90,2025-08-20,0.0
631,120,34,25,2025-11-22,-2000.99
632,48,34,95,2025-05-29,-2000.99
633,150,27,24,2025-04-15,3216.4441477195987
634,56,41,95,2025-11-29,0.0
635,7,49,82,2025-11-22,999999.0
636,111,40,86,2025-11-08,999999.0
637,132,14,45,2025-11-30,0.0
638,94,31,24,2025-06-13,-2000.99
639,99,32,23,2025-07-07,-2000.99
640,157,14,10,2025-06-02,999999.0
641,23,48,15,2025-12-26,4834.961256884787
642,46,48,17,2025-07-31,999999.0
643,190,42,20,2025-08-16,-2000.99
644,113,39,71,2026-02-12,999999.0
645,63,45,89,2025-09-07,0.0
646,141,36,32,2025-04-06,-2000.99
647,71,50,17,2025-08-27,999999.0
648,13,48,24,2025-07-16,999999.0
649,5,42,26,2025-10-09,999999.0
650,141,12,68,2025-06-17,-2000.99
651,186,22,83,2025-11-20,0.0
652,53,20,43,2025-04-29,999999.0
653,154,31,28,2025-07-06,0.0
654,76,15,21,2025-12-14,999999.0
655,119,25,88,2025-10-11,999999.0
656,86,19,86,2025-10-28,999999.0
657,11,48,10,2025-09-07,999999.0
658,196,19,88,2025-09-27,-2000.99
659,100,4,66,2026-01-13,-2000.99
660,132,47,19,2026-03-12,999999.0
661,19,42,60,2026-02-02,999999.0
662,148,11,65,2025-08-22,999999.0
663,113,48,35,2026-03-09,0.0
664,84,21,91,2025-08-24,-2000.99
665,8,8,69,2025-12-03,999999.0
666,26,43,98,2025-11-03,999999.0
667,74,37,47,2025-04-30,0.0
668,200,8,77,2025-06-11,-2000.99
669,6,32,41,2026-01-10,-2000.99
670,157,43,65,2025-10-11,-2000.99
671,98,8,82,2025-07-14,-2000.99
672,148,13,86,2025-12-25,4775.448683410233
673,82,12,18,2025-10-09,999999.0
674,75,37,83,2025-08-04,999999.0
675,74,2,63,2025-11-20,-2000.99
676,164,11,51,2025-09-26,999999.0
677,154,7,12,2025-09-11,999999.0
678,178,26,96,2025-08-05,0.0
679,77,43,59,2026-03-05,999999.0
680,69,42,71,2025-05-06,0.0
681,10,22,80,2025-10-30,0.0
682,173,16,29,2025-05-07,0.0
683,35,32,25,2025-07-12,0.0
684,140,49,69,2025-12-19,999999.0
685,116,35,58,2025-08-26,999999.0
686,25,45,98,2025-08-10,999999.0
687,125,41,23,2025-07-05,0.0
688,63,22,65,2025-05-03,-2000.99
689,185,50,79,2025-10-26,-2000.99
690,155,38,21,2025-07-25,-2000.99
691,85,18,74,2026-03-16,999999.0
